# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_11
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
50.2348   571.125
52.2936   556.988
54.3826   543.354
56.5047   530.193
58.6601   517.475
60.852   505.178
62.4778   493.277
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.23288   1624.83
4.72329   1490.68
8.56453   1388.13
11.7763   1310.68
14.6599   1246.91
17.3406   1192.07
19.8851   1143.64
22.3343   1100.11
24.7157   1060.47
27.0486   1024.01
29.3477   990.201
31.6242   958.665
33.887   929.09
36.1436   901.234
38.4001   874.897
40.6619   849.919
42.9337   826.163
45.2194   803.513
47.5229   781.874
49.8476   761.16
52.1964   741.295
54.5725   722.22
56.9785   703.874
59.4165   686.211
61.8898   669.183
64.4003   652.752
66.9505   636.882
69.5428   621.541
72.1791   606.699
74.6334   592.33
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.174558   2599.53
7.76582   2372.19
13.9455   2206.11
19.0984   2080.92
23.7119   1978.12
27.9913   1889.93
32.0464   1812.22
35.9442   1742.49
39.7297   1679.08
43.4345   1620.83
47.0825   1566.89
50.6919   1516.64
54.2771   1469.56
57.8505   1425.25
61.4217   1383.41
64.9994   1343.75
68.5917   1306.07
72.2041   1270.17
75.843   1235.9
79.5143   1203.11
83.2226   1171.69
86.9722   1141.55
90.768   1112.57
94.6138   1084.68
98.5138   1057.81
102.471   1031.9
106.49   1006.89
110.574   982.717
114.727   959.346
118.917   936.731
+KVIDZALine
ID:Z=3 A=7
3	7
30
0.151593   2766.56
7.92212   2537.1
14.4699   2361.86
19.9546   2229.03
24.8756   2119.64
29.4458   2025.64
33.7803   1942.71
37.9493   1868.22
42.0002   1800.43
45.9661   1738.12
49.8731   1680.39
53.7392   1626.58
57.5811   1576.13
61.4107   1528.64
65.2389   1483.78
69.0751   1441.25
72.9271   1400.81
76.8016   1362.29
80.7059   1325.49
84.6445   1290.29
88.6235   1256.54
92.6478   1224.15
96.7222   1193
100.851   1163.03
105.038   1134.15
109.287   1106.29
113.604   1079.4
117.99   1053.41
122.451   1028.27
126.897   1003.94
+KVIDZALine
ID:Z=3 A=8
3	8
30
0.528856   2908.72
8.03433   2687.98
14.9104   2504.72
20.6958   2365.06
25.8971   2249.75
30.7338   2150.5
35.3247   2062.83
39.7432   1984
44.0384   1912.22
48.246   1846.2
52.3916   1785
56.4959   1727.91
60.5747   1674.38
64.6421   1623.98
68.709   1576.33
72.7852   1531.14
76.8785   1488.19
80.9964   1447.24
85.1469   1408.11
89.3347   1370.67
93.5664   1334.79
97.8466   1300.32
102.181   1267.19
106.572   1235.29
111.028   1204.55
115.55   1174.89
120.145   1146.25
124.814   1118.56
129.563   1091.8
134.068   1065.88
+KVIDCutLine
OK:Bragg_line
right
9
8.06303e-10   346.625
1.66607e-08   459.219
1.38694e-07   538.278
0.00752966   1228.04
0.0131911   1382.66
0.029042   1628.42
0.0133563   2602.43
0.0187257   2768.56
0.0250881   2919.24
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_443
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_443
+KVIDZALine
ID:Z=1 A=1
1	1
30
0.412192   314.015
0.721366   302.045
1.38003   278.864
1.90699   262.302
2.37222   248.971
2.8009   237.653
3.20568   227.743
3.59396   218.888
3.97058   210.858
4.33893   203.497
4.70146   196.691
5.06009   190.357
5.4163   184.428
5.77133   178.852
6.1262   173.588
6.48177   168.6
6.8388   163.863
7.19795   159.35
7.55982   155.04
7.92495   150.919
8.29384   146.97
8.66694   143.179
9.0447   139.535
9.42755   136.029
9.81582   132.649
10.21   129.39
10.6103   126.243
11.0171   123.202
11.4309   120.259
11.852   117.412
+KVIDZALine
ID:Z=1 A=2
1	2
30
0.41359   422.274
0.972186   401.191
1.79144   373.286
2.47054   352.498
3.07905   335.456
3.64461   320.828
4.18166   307.923
4.69897   296.324
5.20233   285.758
5.69586   276.036
6.18261   267.019
6.66495   258.603
7.14476   250.705
7.62358   243.262
8.10274   236.22
8.58334   229.537
9.06635   223.176
9.55266   217.108
10.043   211.307
10.5381   205.749
11.0386   200.417
11.5452   195.291
12.0584   190.36
12.5789   185.608
13.1069   181.025
13.6432   176.598
14.1883   172.321
14.7424   168.183
15.3063   164.177
15.8804   160.296
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.2933   503.264
1.03458   475.518
1.98427   443.551
2.77916   419.476
3.49501   399.627
4.16247   382.524
4.79782   367.391
5.41093   353.759
6.00844   341.316
6.59502   329.848
7.1742   319.197
7.7487   309.241
8.3207   299.889
8.892   291.063
9.46409   282.706
10.0383   274.767
10.6159   267.205
11.1977   259.983
11.7847   253.074
12.3778   246.45
12.9777   240.09
13.5851   233.974
14.2008   228.083
14.8255   222.405
15.4597   216.924
16.1042   211.627
16.7594   206.506
17.4259   201.55
18.1044   196.749
18.7954   192.095
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.242317   1164.59
3.02043   1054.43
5.24468   977.437
7.07081   920.566
8.69604   874.264
10.1988   834.742
11.6202   800.035
12.9847   768.966
14.3087   740.769
15.6038   714.907
16.8783   690.992
18.1389   668.731
19.3908   647.897
20.6383   628.308
21.8848   609.819
23.1333   592.31
24.3867   575.681
25.6471   559.848
26.9167   544.74
28.1973   530.294
29.4906   516.456
30.7985   503.181
32.1221   490.427
33.4631   478.159
34.8229   466.343
36.2027   454.95
37.6037   443.956
39.0274   433.335
40.4748   423.069
41.7772   413.135
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.153888   1316.4
3.20687   1196.95
5.70134   1111.01
7.7601   1047.12
9.59712   994.929
11.2984   950.281
12.9093   911.008
14.4571   875.805
15.96   843.821
17.4307   814.458
18.8788   787.284
20.3115   761.971
21.7349   738.264
23.1534   715.962
24.5714   694.9
25.9922   674.944
27.4186   655.983
28.8534   637.922
30.2988   620.679
31.7572   604.186
33.2303   588.383
34.7201   573.216
36.2283   558.641
37.7565   544.616
39.3063   531.103
40.8792   518.071
42.4766   505.492
44.1   493.338
45.7508   481.584
47.3794   470.212
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.175383   1551.56
3.54723   1423.29
6.43374   1325.17
8.84791   1251.07
11.016   1190.06
13.0317   1137.59
14.9455   1091.27
16.788   1049.62
18.5797   1011.7
20.3353   976.813
22.0658   944.478
23.7794   914.312
25.4832   886.023
27.1824   859.379
28.882   834.19
30.5858   810.3
32.2975   787.581
34.0199   765.921
35.756   745.226
37.5083   725.418
39.2791   706.423
41.0707   688.182
42.8851   670.642
44.7243   653.754
46.5902   637.475
48.4844   621.766
50.4089   606.595
52.3654   591.93
54.3556   577.743
56.1178   564.009
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.131695   2482.41
5.83032   2265.09
10.4733   2106.21
14.346   1986.45
17.814   1888.09
21.0314   1803.73
24.0807   1729.38
27.0124   1662.67
29.8599   1602.01
32.6473   1546.29
35.3922   1494.71
38.1085   1446.63
40.8073   1401.61
43.4974   1359.24
46.1864   1319.22
48.8808   1281.29
51.5862   1245.26
54.3076   1210.92
57.0494   1178.15
59.8158   1146.79
62.6104   1116.76
65.437   1087.93
68.2984   1060.21
71.198   1033.56
74.1389   1007.87
77.1238   983.099
80.1554   959.187
83.2366   936.084
86.3699   913.745
89.5239   892.128
+KVIDZALine
ID:Z=3 A=7
3	7
30
0.114508   2641.82
5.94773   2422.5
10.8674   2254.86
14.9896   2127.77
18.6889   2023.12
22.1252   1933.2
25.3848   1853.86
28.5206   1782.6
31.5679   1717.75
34.5522   1658.14
37.4921   1602.93
40.4021   1551.44
43.2941   1503.2
46.1775   1457.78
49.0603   1414.87
51.9495   1374.19
54.851   1335.52
57.7702   1298.68
60.7119   1263.49
63.6803   1229.82
66.6795   1197.55
69.7133   1166.58
72.7852   1136.81
75.8984   1108.16
79.0564   1080.54
82.262   1053.91
85.5184   1028.2
88.8284   1003.35
92.1949   979.323
95.506   956.068
+KVIDZALine
ID:Z=3 A=8
3	8
30
0.39764   2777.5
6.02781   2566.65
11.1917   2391.41
15.5379   2257.84
19.446   2147.55
23.0809   2052.62
26.5317   1968.78
29.8535   1893.39
33.0831   1824.73
36.2471   1761.6
39.365   1703.07
42.4523   1648.47
45.521   1597.28
48.5814   1549.08
51.6418   1503.52
54.7094   1460.31
57.7908   1419.23
60.8914   1380.08
64.0162   1342.67
67.1701   1306.87
70.357   1272.56
73.5812   1239.62
76.8462   1207.93
80.1557   1177.44
83.513   1148.06
86.9215   1119.7
90.3844   1092.33
93.9045   1065.86
97.4852   1040.28
101.057   1015.5
+KVIDCutLine
OK:Bragg_line
right
9
3.59178e-10   331.036
1.2916e-08   438.512
1.07964e-07   513.958
0.00571179   1172.83
0.0100063   1320.43
0.0220294   1555
0.0101513   2485.21
0.0142321   2643.74
0.0190674   2787.54
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_444
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_444
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.26212   324.36
2.22128   311.943
4.25188   288.046
5.87534   270.979
7.30801   257.242
8.62775   245.582
9.87354   235.372
11.0682   226.248
12.2267   217.973
13.3595   210.389
14.4742   203.377
15.5766   196.85
16.6713   190.739
17.7622   184.994
18.8523   179.568
19.9444   174.429
21.0407   169.546
22.1432   164.895
23.2539   160.454
24.3744   156.205
25.5061   152.135
26.6506   148.227
27.8091   144.471
28.9829   140.856
30.1732   137.371
31.3812   134.011
32.6078   130.766
33.8544   127.63
35.1219   124.597
35.5607   121.66
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.2708   436.171
2.9989   414.363
5.5241   385.602
7.61619   364.179
9.49016   346.618
11.2313   331.546
12.8842   318.248
14.476   306.296
16.0244   295.409
17.5424   285.391
19.039   276.099
20.5217   267.425
21.9964   259.287
23.4678   251.615
24.9397   244.358
26.4158   237.471
27.899   230.916
29.3919   224.661
30.897   218.682
32.4164   212.953
33.9521   207.456
35.506   202.174
37.08   197.089
38.6756   192.191
40.2943   187.465
41.938   182.901
43.6082   178.492
45.306   174.224
47.0332   170.093
48.2791   166.092
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.900163   519.882
3.1932   491.18
6.12092   458.223
8.57007   433.409
10.7748   412.951
12.8299   395.326
14.7856   379.73
16.6723   365.681
18.5104   352.858
20.3147   341.04
22.0956   330.063
23.8618   319.803
25.6199   310.164
27.3754   301.068
29.133   292.455
30.8969   284.272
32.6703   276.477
34.4565   269.034
36.2583   261.912
38.0783   255.084
39.9189   248.528
41.7822   242.222
43.6705   236.15
45.5859   230.296
47.53   224.645
49.505   219.185
51.5126   213.904
53.5546   208.793
55.6327   203.842
57.0392   199.044
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.741796   1202.42
9.29976   1088.98
16.1433   1009.76
21.7591   951.234
26.7552   903.586
31.3733   862.912
35.7396   827.19
39.9302   795.212
43.9952   766.188
47.9701   739.565
51.8809   714.945
55.7478   692.027
59.5869   670.576
63.4111   650.405
67.2315   631.367
71.0572   613.336
74.8964   596.21
78.756   579.902
82.6427   564.339
86.5621   549.459
90.5195   535.203
94.5198   521.526
98.5675   508.386
102.667   495.745
106.823   483.568
111.04   471.826
115.319   460.495
119.667   449.547
124.086   438.963
127.857   428.722
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.469302   1359.28
9.87257   1236.27
17.5466   1147.83
23.8767   1082.09
29.5228   1028.39
34.75   982.437
39.6976   942.018
44.45   905.787
49.0627   872.867
53.5754   842.642
58.0172   814.67
62.4109   788.61
66.7742   764.203
71.1219   741.241
75.4662   719.554
79.8176   699.005
84.1852   679.478
88.5772   660.878
93.0005   643.118
97.4623   626.13
101.968   609.85
106.523   594.226
111.132   579.21
115.802   564.759
120.537   550.834
125.34   537.405
130.217   524.439
135.172   511.912
140.209   499.797
145.255   488.072
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.537175   1602.32
10.9204   1470.22
19.7973   1369.26
27.2176   1293.03
33.8785   1230.25
40.0694   1176.27
45.9447   1128.59
51.5992   1085.75
57.096   1046.72
62.4802   1010.81
67.7855   977.532
73.0376   946.482
78.2575   917.362
83.4622   889.933
88.6659   864.002
93.8811   839.405
99.1187   816.01
104.387   793.706
109.696   772.395
115.052   751.994
120.464   732.431
125.938   713.642
131.479   695.573
137.094   678.174
142.788   661.401
148.569   645.215
154.439   629.581
160.405   614.467
166.472   599.844
172.412   585.686
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.401996   2563.41
17.9607   2339.47
32.244   2175.97
44.151   2052.73
54.8096   1951.53
64.6946   1864.71
74.0599   1788.21
83.0606   1719.56
91.8005   1657.12
100.353   1599.77
108.773   1546.67
117.103   1497.19
125.375   1450.83
133.619   1407.21
141.857   1366
150.11   1326.95
158.393   1289.84
166.723   1254.48
175.112   1220.73
183.575   1188.44
192.122   1157.5
200.763   1127.79
209.509   1099.25
218.37   1071.78
227.352   1045.32
236.467   1019.79
245.723   995.148
255.126   971.337
264.687   948.31
274.406   926.026
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.40559   2716.73
18.3336   2502.03
33.474   2329.45
46.1531   2198.64
57.5268   2090.93
68.0883   1998.36
78.1033   1916.7
87.7349   1843.36
97.0916   1776.59
106.252   1715.23
115.273   1658.39
124.202   1605.38
133.071   1555.7
141.911   1508.94
150.747   1464.75
159.601   1422.86
168.49   1383.04
177.43   1345.09
186.436   1308.85
195.521   1274.17
204.699   1240.93
213.98   1209.02
223.374   1178.35
232.893   1148.82
242.546   1120.37
252.341   1092.92
262.289   1066.42
272.397   1040.81
282.676   1016.04
292.459   992.07
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.22167   2868.49
18.5808   2651.03
34.4726   2470.62
47.8399   2333.14
59.8553   2219.62
71.0262   2121.91
81.6277   2035.6
91.8296   1958
101.745   1887.33
111.457   1822.33
121.024   1762.07
130.494   1705.87
139.903   1653.17
149.286   1603.53
158.665   1556.61
168.064   1512.12
177.502   1469.82
186.996   1429.49
196.562   1390.97
206.213   1354.09
215.963   1318.74
225.824   1284.8
235.807   1252.17
245.923   1220.75
256.183   1190.47
266.596   1161.25
277.173   1133.04
287.922   1105.77
298.852   1079.38
309.644   1053.85
+KVIDCutLine
OK:Bragg_line
right
9
4.22097e-09   341.784
3.77913e-08   452.858
3.10774e-07   530.866
0.0172564   1210.87
0.0302315   1363.39
0.0665604   1605.86
0.0305569   2566.27
0.0428416   2730.17
0.0573982   2878.85
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_511
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_511
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.39598   269.831
2.45399   259.511
4.69676   239.622
6.49011   225.417
8.07284   213.985
9.5309   204.28
10.9073   195.781
12.2274   188.187
13.5076   181.3
14.7594   174.988
15.9912   169.151
17.2095   163.719
18.4194   158.634
19.6251   153.851
20.83   149.336
22.0371   145.058
23.249   140.994
24.4678   137.123
25.6957   133.427
26.9343   129.891
28.1856   126.504
29.451   123.251
30.732   120.125
32.0299   117.116
33.3461   114.218
34.6818   111.421
36.0384   108.72
37.417   106.11
38.8188   103.585
39.5169   101.142
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.40457   362.848
3.31185   344.71
6.10103   320.774
8.41207   302.944
10.4823   288.328
12.4059   275.783
14.2323   264.715
15.991   254.768
17.702   245.706
19.3793   237.368
21.0333   229.634
22.672   222.416
24.3017   215.642
25.9279   209.258
27.5549   203.217
29.1865   197.485
30.8259   192.029
32.4763   186.824
34.1401   181.847
35.8198   177.08
37.5177   172.505
39.2358   168.109
40.9761   163.878
42.7403   159.8
44.5305   155.868
46.3481   152.07
48.195   148.4
50.0727   144.849
51.9829   141.412
53.5812   138.081
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.995146   432.477
3.52601   408.607
6.75967   381.18
9.46507   360.527
11.9006   343.501
14.1711   328.832
16.3318   315.852
18.4164   304.159
20.4476   293.487
22.4412   283.651
24.4093   274.515
26.3612   265.976
28.3042   257.953
30.2445   250.383
32.1872   243.214
34.1367   236.404
36.0971   229.917
38.0717   223.723
40.0635   217.795
42.0756   212.112
44.1105   206.656
46.1707   201.408
48.2587   196.355
50.3764   191.483
52.5263   186.78
54.7103   182.236
56.9304   177.841
59.1887   173.588
61.4871   169.468
63.2626   165.475
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.82051   1000.38
10.2702   905.976
17.8298   840.033
24.0338   791.32
29.5535   751.659
34.6559   717.802
39.4804   688.068
44.1109   661.451
48.6029   637.291
52.9953   615.131
57.3173   594.64
61.5909   575.564
65.834   557.709
70.0608   540.92
74.2835   525.074
78.5124   510.066
82.7562   495.811
87.023   482.238
91.3198   469.287
95.6529   456.901
100.028   445.037
104.451   433.654
108.927   422.718
113.461   412.196
118.056   402.063
122.718   392.291
127.452   382.86
132.26   373.75
137.147   364.942
141.84   356.42
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.51951   1130.85
10.9021   1028.5
19.3788   954.893
26.3718   900.175
32.6096   855.471
38.3848   817.226
43.8514   783.583
49.1026   753.426
54.1997   726.024
59.1865   700.867
64.0953   677.584
68.951   655.894
73.7734   635.579
78.5788   616.467
83.3806   598.417
88.1906   581.314
93.0186   565.062
97.8737   549.58
102.763   534.799
107.696   520.66
112.677   507.11
117.714   494.107
122.81   481.609
127.975   469.582
133.21   457.994
138.522   446.818
143.915   436.028
149.395   425.602
154.966   415.52
160.633   405.762
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.594105   1333.01
12.0576   1223.12
21.8627   1139.1
30.0598   1075.65
37.4185   1023.39
44.2583   978.453
50.7498   938.777
56.9977   903.109
63.0717   870.624
69.0216   840.744
74.8844   813.042
80.6888   787.198
86.4579   762.961
92.2103   740.131
97.962   718.548
103.727   698.076
109.516   678.604
115.34   660.041
121.209   642.304
127.131   625.325
133.115   609.043
139.166   593.406
145.293   578.368
151.501   563.887
157.799   549.928
164.191   536.458
170.683   523.446
177.28   510.868
183.99   498.699
190.765   486.917
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.444917   2132.61
19.8539   1946.1
35.6443   1809.92
48.8092   1707.3
60.5951   1623.01
71.5265   1550.71
81.8842   1487
91.8396   1429.83
101.508   1377.85
110.969   1330.09
120.284   1285.87
129.5   1244.67
138.655   1206.07
147.778   1169.75
156.896   1135.44
166.03   1102.93
175.199   1072.03
184.42   1042.6
193.709   1014.5
203.079   987.614
212.543   961.854
222.112   937.129
231.799   913.368
241.611   890.502
251.562   868.471
261.66   847.224
271.913   826.713
282.333   806.894
292.925   787.729
302.879   769.183
+KVIDZALine
ID:Z=3 A=7
3	7
30
0.386146   2269.67
20.2419   2081.53
36.9657   1937.89
50.9722   1829.01
63.5377   1739.36
75.2066   1662.32
86.2722   1594.34
96.9148   1533.29
107.254   1477.73
117.377   1426.65
127.348   1379.33
137.215   1335.21
147.017   1293.86
156.788   1254.94
166.555   1218.16
176.342   1183.29
186.167   1150.15
196.05   1118.56
206.007   1088.39
216.052   1059.54
226.199   1031.87
236.46   1005.31
246.848   979.782
257.374   955.208
268.047   931.529
278.88   908.687
289.881   886.633
301.061   865.321
312.43   844.708
323.819   824.757
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.35028   2386.36
20.5284   2205.34
38.0905   2055.14
52.8646   1940.66
66.1456   1846.15
78.4943   1764.8
90.2146   1692.94
101.493   1628.33
112.457   1569.5
123.196   1515.38
133.776   1465.21
144.249   1418.42
154.656   1374.54
165.033   1333.22
175.408   1294.17
